"year","seq","dis_group","dis_subgroup","dis_type","dis_subtype","dis_subsubtype","event_name","country_name","iso","region","continent","location","origin","associated_dis","associated_dis2","aid_contribution  ('000 US$)","dis_mag_value","dis_mag_scale","latitude","longitude","local_time","river_basin","start_year","start_month","start_day","end_year","end_month","end_day","no_killed","no_injured","no_affected","no_homeless","total_affected","total_dam","reconstr_dam","insur_dam"
2011,576,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical Storm Haima (Egay)","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,,,,,,2011,6,19,2011,6,24,0,0,0,0,0,0,0,0
2011,588,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Zamboanga city",,,,,,,,,,,2011,7,20,2011,7,20,0,0,469,0,469,0,0,0
2011,592,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Compostela Valley province",,"Landslide / Mudslide",,,,,,,,,2011,3,31,2011,3,31,2,0,871,0,871,0,0,0
2012,2,"Natural","Hydrological","Mass Movement Wet","Landslide","--",,"Philippines","PHL","South-Eastern Asia","Asia","Napnapan village, Pantukan (Compostela valley)","Heavy rains",,,,,,,,,,2012,1,5,2012,1,5,75,16,7,0,23,0,0,0
2012,9,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Agusan del Sur, Suragao del Sur (Caraga, Region XIII); Leyte (East Visayas, Region VIII); Region IV-B; Compostela Valley Province  Davao del Norte (Region XI); Negros Occidental (W. Visayas, Region VI)","Tail-end of a cold front",,,,,,,,,,2012,1,17,2012,1,17,4,0,88570,0,88570,0,0,0
2012,31,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Tayasan (Negros Oriental)",,"Landslide / Mudslide",,,,"Richter","09.97Â°N","123.14Â°",11:49,,2012,2,6,2012,2,6,113,112,320165,0,320277,8900,0,0
2012,42,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Agusan del Norte, Jabonga (Caraga); Lanao del Norte, kauswagan (Region X); Lanao del Norte, Bacolod (Region X)","Effects of low pressure area",,,,,,,,,,2012,2,14,2012,2,16,0,0,569,0,569,0,0,0
2012,78,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Lambayong (Sultan Kudarat); Agusan del Norte province; Suragao del Norte province","Torrential rain",,,,"39825.28","Km2","822,392","125,265",,,2012,2,20,2012,2,27,0,0,25000,0,25000,0,0,0
2012,171,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Kalamansig (Sultan Kudarat)",,,,,,,,,,,2012,6,11,2012,6,11,0,0,12300,0,12300,0,0,0
2012,172,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Glan (Sarangani province); North Cotabato, Maguindanao, Sultan Kudarat provinces","Heavy rains",,,,"23515.69","Km2","6,873","124,785",,,2012,6,9,2012,6,12,1,0,700,0,700,0,0,0
2012,201,"Natural","Biological","Epidemic","Bacterial Infectious Diseases","--","Cholera","Philippines","PHL","South-Eastern Asia","Asia","Catanduanes, Camarines Sur, Sorsogon, Albay, Camarines Norte, Masbate provinces (Bicol)",,,,,,,,,,,2012,1,"--",2012,7,"--",30,0,3158,0,3158,0,0,0
2012,260,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical storm Gener (Saola)","Philippines","PHL","South-Eastern Asia","Asia","ICR; Locos Sur, Pangasinan (Region I - Ilocos region); Cagayan (REgion II - Cagayan Valley); Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac (Region III - Central Luzon; Batangas, Cavite, Laguna, Zal Region IV-A - Calabarzon); Occidental Mindoro (Region IV-B - Mimaropa); Klan, Antique, Loilo, Negros Occidental (Region VI - Western Visayas); Cebu (Region VII - Central Visayas); Lanao del Norte, Misamis Oriental (REion X - Northern Mindanao); Cotabato (Region XII - Soccsksargen); Benguet, Ifugao, Kalinga, Mountain province (CAR);",,"Flood",,,150,"Kph",,,,,2012,7,31,2012,8,7,58,35,949051,0,949086,9821,0,0
2012,272,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Manilla; NCR; Ilocos Sur, La Union, Pangasinan (Region I, Ilocos Region); Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III, Central Luzon); Batangas, Cavite, Laguna, Rizal (Region IV-A, Calabarzon); Occidental Mindoro, Oriental Mindoro (Region IV - B, Mimaropa); Iloilo (Region VI, Western Visayas)","Monsoonal rain enhnaced by Typhoon Haikui and Saola",,,,,,,,,,2012,8,6,2012,8,8,112,14,4451711,0,4451725,72330,0,3000
2012,294,"Natural","Meteorological","Storm","Tropical cyclone","--","TYphoon Kai-Tak","Philippines","PHL","South-Eastern Asia","Asia",,,,,,,,,,,,2012,8,17,2012,8,17,4,0,0,0,0,3000,0,0
2012,296,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Igme (Tembin)","Philippines","PHL","South-Eastern Asia","Asia","La Union (Region I)",,"Flood",,,165,"Kph",,,,,2012,8,20,2012,8,21,11,1,5606,0,5607,99,0,0
2012,321,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Valencia, Maramag (Mindanao Island)",,,,,,"Richter",,,3:44,,2012,9,4,2012,9,4,0,1,4000,0,4001,0,0,0
2012,374,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Lawin (Jelawat)","Philippines","PHL","South-Eastern Asia","Asia","Muntinlupa city (BRC); Zamboanga del Norte",,"Flood",,,210,"Kph",,,,,2012,9,21,2012,9,24,4,0,7921,0,7921,0,0,0
2012,396,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia",,,,,,,,,,,,2012,3,27,2012,3,27,11,0,0,4835,4835,2000,0,0
2012,406,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Son Tinh (Ofel)","Philippines","PHL","South-Eastern Asia","Asia",,,"Landslide / Mudslide","Flood",,,,,,,,2012,10,25,2012,10,25,36,19,108021,0,108040,1339,0,0
2012,431,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Guiuan (Eastern Samar)",,,,,"7.7","Richter",,,20:47,,2012,8,31,2012,8,31,1,10,28869,0,28879,3244,0,0
2012,434,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Karen","Philippines","PHL","South-Eastern Asia","Asia","NCR, Region III",,,,,,,,,,,2012,9,13,2012,9,14,1,0,1234,0,1234,0,0,0
2012,463,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical Storm Marce (Gaemi)","Philippines","PHL","South-Eastern Asia","Asia","Zambales (Region III), Occidental Mindoro (Region IV-B)",,,,,80,"Kph",,,,,2012,10,3,2012,10,3,0,0,322,0,322,0,0,0
2012,500,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Bopha","Philippines","PHL","South-Eastern Asia","Asia","Davao Oriental, Compostela Valley",,,,,260,"Kph",,,,,2012,12,4,2012,12,4,1901,2666,6243998,0,6246664,898352,0,0
2013,433,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Haiyan (Yolanda)","Philippines","PHL","South-Eastern Asia","Asia","Samar, Leyte, Cebu, Iloilo, Capiz, Aklan and Palawan provinces",,"Surge",,,275,"Kph",,,,,2013,11,8,2013,11,8,7986,28626,16078181,0,16106807,10000000,0,0
2012,540,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical storm Wukong (Quinta)","Philippines","PHL","South-Eastern Asia","Asia","Mimaropa (Region IV-B); Bicol (Region V); Western Visayas (Region VI); CEntral Visayas (REgion VII); Eastern Visayas (REgion VIII)",,"Flood","Surge",,,"Kph",,,,,2012,12,25,2012,12,27,24,3,241603,0,241606,5526,0,0
2012,602,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Mindanao","Heavy rains",,,,,,,,,,2012,6,12,2012,6,13,29,2,0,30927,30929,1000,0,0
2013,395,"Natural","Geophysical","Earthquake (seismic activity)","Earthquake (ground shaking)","--",,"Philippines","PHL","South-Eastern Asia","Asia","Negros Oriental, Iloilo, Guimaras (Region IV); Bohol, Cebu, Siquijor, Negros Occidental (Regions VI and VII);",,,,,"7.2","Richter",,,8:12,,2013,10,15,2013,10,15,230,976,3221248,0,3222224,51459,0,0
2013,418,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Busuanga, Palawan, Olongapo (Zambales region)","Heavy monsoon rains",,,,,,,,,,2013,9,23,2013,9,27,33,8,588147,0,588155,4000,0,0
2013,274,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Manila; Luzon","Monsoonal rain (HABAGAT), enhanced by Tropical Storm Maring","Landslide / Mudslide",,,"50412.4","Km2","163,191","121,142",,,2013,8,13,2013,8,21,31,30,3096392,0,3096422,15436,0,0
2013,430,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical storm Nari (SAnti)","Philippines","PHL","South-Eastern Asia","Asia","Aurora, Bulacan, Nueva Ecija, Nueva Vizcaya, Pampanga, Pangasinan, Tarlac, Zambales provinces (Central Luzon)",,"Flood",,,,,,,,,2013,10,12,2013,10,14,20,154,871601,0,871755,96723,0,0
2013,434,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Visayas, Paawanl, Mindanao","Continuous showers and thuderstorms, Effect of Continuous Rain and Thunderstorms Due to Intertropical Convergence Zone","Thunderstorms/Lightening",,,,,,,,,2013,10,4,2013,10,10,20,0,207971,0,207971,1988,0,0
2013,272,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical storm Utor (Labuyo)","Philippines","PHL","South-Eastern Asia","Asia","Ilocos Region, Cagayan Valley; Central Luzon; Aurora  province",,,,,,"Kph",,,,,2013,8,12,2013,8,15,18,7,395723,0,395730,32431,0,0
2013,340,"Natural","Hydrological","Flood","General Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Mindanao Isl.","Heavy rainfall","Landslide / Mudslide",,,,,,,,,2013,8,1,2013,8,9,11,21,100000,0,100021,36000,0,0
2013,19,"Natural","Hydrological","Flood","Flash Flood","--",,"Philippines","PHL","South-Eastern Asia","Asia","Northen MIndanao",,"Landslide / Mudslide",,,,,,,,,2013,1,15,2013,1,23,10,0,507769,0,507769,2800,0,0
2013,258,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Rumbia","Philippines","PHL","South-Eastern Asia","Asia","Visayas, Luzon",,,,,,,,,,,2013,6,30,2013,6,30,7,4,3592,0,3596,1000,0,0
2013,378,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropical depression Crising (Shanshan)","Philippines","PHL","South-Eastern Asia","Asia","Oriental Mindoro (Rehion IV-B); Region VII; Leyte (Region VII); Zamboanga del Norte (Region IX); Bukidnon, Lanao del Norte  (Region X); Compostela Valley, Davao del Norte, Davao del Sur, Davo Oriental (Region XI); Cotabato (Region XII); Agusan del Norte, ARMM, Maguindanao (Region XIII)",,,,,,,,,,,2013,2,20,2013,2,21,6,4,262880,0,262884,1680,0,0
2013,373,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Usagi (Odette)","Philippines","PHL","South-Eastern Asia","Asia","Baccara, Solsona, Pagydpud, Ilocos Norte, Dagupan city, Pangasinan (Region I); Tuba, Benguet (Region CAR; Paniqui, Tarlac, Dingalan, Aurora (Region III); Santa Cruz, Laguna, Talisay, Batangas, Isla Verde (Region IV-A); Lubang, Mansalay, Oriental Mindoro, Occidental Mindoro (Region IV-B); Caramoran, Catanduanes (Region V); Jordan, Guimaras, Bago city, Negros Occidental (Region VI)",,"Landslide / Mudslide","Flood",,,,,,,,2013,9,21,2013,9,22,5,0,72696,0,72696,0,0,0
2013,437,"Natural","Meteorological","Storm","Tropical cyclone","--","Typhoon Krosa (Vinta)","Philippines","PHL","South-Eastern Asia","Asia","Ilocos Norte, Cagayan, Apayao (Luzon island)",,"Flood",,,,"Kph",,,,,2013,10,31,2013,10,31,4,0,220443,0,220443,4729,0,0
2013,36,"Natural","Meteorological","Storm","Tropical cyclone","--","Tropcal storm Auring","Philippines","PHL","South-Eastern Asia","Asia","Palawan, Oriental Mindoro provinces (Region IV-B -Mimaropa); Zamboanga del Norte (Region IX - Zamboanga peninsula); Compostela Valley, Davao del Norte (Region XI - Dvao region)",,"Flood",,,,,,,,,2013,1,3,2013,1,10,1,0,10597,0,10597,0,0,0
